name,address,longitude,latitude,capacity,county,district,village,disaster_types,indoor,outdoor,suitable_for_vulnerable,manager,phone,risk_level,risk_distance
大安高工,大安區復興南路2段52號,121.5432,25.0319,100,臺北市,臺北市大安區,龍圖里,"水災,震災",True,False,False,劉家豪,02-27091630#1401,Medium Risk,2000
金華國小,大安區愛國東路79巷11號,121.5277,25.0322,56,臺北市,臺北市大安區,永康里,"水災,震災",True,False,True,游秀靜,02-23917402#830,Low Risk,500
中正國中,中正區愛國東路158號,121.5221,25.0323,300,臺北市,臺北市中正區,新營里,"水災,震災",True,False,True,朱文源,02-23916697#501,Low Risk,1000
江翠國小,文化路二段413號,121.4742,25.0324,784,新北市,新北市板橋區,柏翠里,"震災,土石流,海嘯",True,True,False,蔡瓊如組長,22526880231,Medium Risk,0
永春高中,信義區松山路654號,121.5786,25.0327,300,臺北市,臺北市信義區,松隆里,"水災,震災",True,False,False,劉育成,27272983#501,High Risk,0
輔仁大學,中正路510號,121.4341,25.0329,705,新北市,新北市新莊區,營盤里,"震災,土石流,海嘯",True,True,False,邱雋弘,02-29929891,Medium Risk,1000
台北世貿一館,台北市信義區信義路五段5號,121.56234,25.033152,4245,基隆市,基隆市中正區,中正里,,False,False,False,張聞松,27255200分機2247,High Risk,500
雙溪國小,東榮街54號,121.8672,25.0334,1013,新北市,新北市雙溪區,共和里,"震災,土石流",True,True,False,宋翔怡,02-24931111-124,Low Risk,1000
華江國小,萬華區環河南路2段250巷42弄2號,121.4912,25.0341,37,臺北市,臺北市萬華區,華江里,"水災,震災",True,False,False,吳瓊慧,02-23064352#14,High Risk,1000
新莊國小,中正路86號,121.4417,25.0342,1029,新北市,新北市新莊區,立人里,"水災,震災,土石流,海嘯",True,True,True,邱雋弘,02-29929891,High Risk,2000
松山家商,信義區松山路655號,121.5801,25.0348,116,臺北市,臺北市信義區,松隆里,"水災,震災",True,False,True,唐培培,02-27261118#411,High Risk,1000
雙溪高中,梅竹蹊3號,121.8632,25.0349,1376,新北市,新北市雙溪區,平林里,"水災,震災,土石流",True,True,False,宋翔怡,02-24931111-124,Low Risk,0
南門國小,中正區廣州街6號,121.5091,25.0352,30,臺北市,臺北市中正區,南門里,"水災,震災",True,False,False,林育農,02-23715052#401,Low Risk,1000
南門國中,中正區廣州街6號,121.5091,25.0352,151,臺北市,臺北市中正區,南門里,"水災,震災",True,False,False,楊啟明,02-23142775#61,High Risk,0
平林市民活動中心,外平林52號,121.849136,25.035598,79,新北市,新北市雙溪區,平林里,"水災,震災,土石流",False,False,False,宋翔怡,02-24931111#124,High Risk,0
龍山國小,萬華區和平西路3段235號,121.4962,25.0356,50,臺北市,臺北市萬華區,青山里,"水災,震災",True,False,True,李志強,02-23082977#730,Medium Risk,0
臺北市信義運動中心,松勤路100號,121.5733,25.0356,200,臺北市,臺北市信義區,三張里,震災,True,False,False,莊耘,2570-2330轉6429,High Risk,500
松德公園,臺北市信義區松德路180巷興雅國中西側,121.5733,25.0356,1346,臺北市,臺北市信義區,安康里,震災,False,True,True,高奕翔,02-27884255,Medium Risk,2000
台北市世貿三館,台北市信義區松壽路6號,121.563833,25.035701,1000,基隆市,基隆市中正區,中正里,,True,False,False,紀家鈺,02-277181211分機1336,High Risk,0
中信國小,中信街168號,121.4505,25.0358,1084,新北市,新北市新莊區,中原里,"水災,震災,土石流,海嘯",True,False,False,邱雋弘,02-29929891,Medium Risk,0
仁愛國小,大安區安和路1段60號,121.5524,25.0358,53,臺北市,臺北市大安區,敦安里,"水災,震災",True,False,False,林宜靜,02-27095010#401,Low Risk,500
新莊區公所,中正路176號,121.450558,25.035834,200,新北市,新北市新莊區,文衡里,"水災,震災",True,False,True,邱雋弘,02-29929891#135,High Risk,0
新莊高中,中平路135號,121.4525,25.0359,933,新北市,新北市新莊區,立基里,"水災,震災,土石流,海嘯",True,True,False,邱雋弘,02-29929891,High Risk,1000
龍山國中,臺北市萬華區南寧路46號,121.5046,25.036,367,臺北市,臺北市萬華區,富福里,水災,True,False,True,楊炳煌,23362789#500,High Risk,1000
博愛國小,信義區松仁路95巷20號,121.5711,25.0364,80,臺北市,臺北市信義區,安康里,震災,True,False,False,朱榮富,23450616#400,High Risk,2000
興雅國中,信義區松德路168巷15號,121.5723,25.0364,151,臺北市,臺北市信義區,安康里,震災,True,False,True,柯景煌,02-27232771#500,Medium Risk,0
私立恆毅高級中學,中正路108號,121.453731,25.036593,604,新北市,新北市新莊區,立人里,"水災,震災,土石流,海嘯",True,True,False,邱雋弘,02-29929891,High Risk,500
新泰市民活動中心,建中街116巷3弄2號,121.4451,25.0369,250,新北市,新北市新莊區,忠孝里,"水災,震災",True,False,True,邱雋弘,02-29929891#135,Low Risk,1000
頭前國中,思源路485號,121.4564,25.037,2352,新北市,新北市新莊區,和平里,"水災,震災,土石流,海嘯",True,True,False,邱雋弘,02-29929891,Low Risk,500
?公國中,臺北市信義區福德街221巷15號,121.5853,25.0371,30,臺北市,臺北市信義區,中行里,"水災,震災",True,False,False,黃福全,02-27261481#400,High Risk,500
弘道國中,中正區公園路21號,121.5153,25.0375,87,臺北市,臺北市中正區,建國里,震災,True,False,False,林鴻儒,02-23715520#500,Low Risk,1000
仁愛國中,大安區仁愛路4段130號,121.5507,25.0375,125,臺北市,臺北市大安區,敦安里,"水災,震災",True,False,False,廖志偉,02-23255823#168,High Risk,500
幸安國小,大安區仁愛路3段22號,121.535,25.0376,200,臺北市,臺北市大安區,民炤里,震災,True,False,True,林冠廷,02-27074191#3300,High Risk,1000
光華國小,龍安路452號,121.4438,25.0378,963,新北市,新北市新莊區,光明里,"水災,震災,土石流,海嘯",True,True,False,邱雋弘,02-29929891,Low Risk,500
老松國小,臺北市萬華區桂林路64號,121.5027,25.038,50,臺北市,臺北市萬華區,福音里,"水災,震災",True,False,False,湯順禎,02-23361266#130,High Risk,1000
北一女中,臺北市中正區重慶南路1段 165 號,121.513,25.0386,60,臺北市,臺北市中正區,光復里,"水災,震災",True,False,True,鄭鈺樺,23820484#600,Low Risk,0
東門國小,中正區仁愛路1段2-4號,121.5209,25.0387,100,臺北市,臺北市中正區,東門里,"水災,震災",True,False,False,林郁玲,02-23413542#23,Medium Risk,2000
福德國小,信義區福德街253號,121.5865,25.0389,105,臺北市,臺北市信義區,中行里,"水災,震災",True,False,False,林君豪,02-27277992#21,High Risk,1000
貴和市民活動中心,明志路三段365號,121.4266,25.0394,76,新北市,新北市泰山區,貴和里,"水災,土石流,海嘯,核子事故",True,False,False,詹淑美,02-29099551#1402,Medium Risk,1000
財團法人臺北市東和禪寺,仁愛路一段21-33號,121.5225,25.0394,30,臺北市,臺北市中正區,東門里,"水災,震災",True,False,False,釋修慧,23934598,Low Risk,2000
松山工農,臺北市信義區忠孝東路5段236巷15號,121.572,25.0398,50,臺北市,臺北市信義區,安康里,"水災,震災",True,False,False,鄭才新,27226616#601,Medium Risk,1000
光復國小,臺北市信義區光復南路271號,121.5578,25.0402,40,臺北市,臺北市信義區,興隆里,"水災,震災",True,False,True,吳建億,27585076#830,Medium Risk,1000
舊庄國小,舊莊街一段100號,121.61735,25.040245,92,臺北市,臺北市南港區,舊莊里,,False,False,False,林思瀅,922424372,Low Risk,500
二二八和平公園,臺北市中正區-凱達格蘭大道3號,121.5156,25.0403,7909,臺北市,臺北市中正區,黎明里,震災,False,True,True,呂芳金,2303-2451,Medium Risk,2000
懷生國中,大安區忠孝東路3段248巷30號,121.5412,25.0403,300,臺北市,臺北市大安區,義村里,"水災,震災",True,False,False,謝淑慧,02-27215078#330,Medium Risk,0
明志科技大學,工專路84號,121.4206,25.0417,1803,新北市,新北市泰山區,貴子里,"水災,震災,土石流,海嘯,核子事故",True,True,True,詹淑美,02-29099551#1402,Low Risk,1000
中港第一市民活動中心,中港路172號,121.455157,25.041825,75,新北市,新北市新莊區,中美里,"水災,震災",True,False,True,邱雋弘,02-29929891#135,Medium Risk,2000
老人文康活動中心,十分街66巷1號,121.775807,25.04193,127,新北市,新北市平溪區,十分里,"水災,震災,土石流",True,False,True,李元裕,02-24951510#151,Low Risk,500
全安市民活動中心,新莊路527號,121.4565,25.0423,200,新北市,新北市新莊區,全安里,"水災,震災",True,False,True,邱雋弘,02-29929891#135,Medium Risk,0
大有市民活動中心,插角25-1號,121.533012,25.042385,148,新北市,新北市三峽區,插角里,"水災,震災,土石流",True,False,False,吳香其,02-26711017分機207,Low Risk,2000
豐珠國中小活動中心,雞母嶺街6-6號,121.533012,25.042385,369,新北市,新北市貢寮區,美豐里,"水災,海嘯",True,True,False,黃士綺,02-24903727,Low Risk,0
成功高中,臺北市中正區濟南路1段71號,121.5238,25.0424,30,臺北市,臺北市中正區,幸福里,"水災,震災",True,False,False,鄭隆傑,23216256#231,Medium Risk,0
胡適國小,南港區舊莊街1段1號,121.6172,25.0424,30,臺北市,臺北市南港區,,"水災,震災",True,False,True,陳谷易,02-27824949#930,Medium Risk,0
丹鳳高中,龍安路72號,121.4444,25.0426,1337,新北市,新北市新莊區,龍鳳里,"水災,震災,土石流,海嘯",True,True,False,邱雋弘,02-29929891,Medium Risk,1000
忠孝國小,中正區忠孝東路2段101號,121.5317,25.0428,30,臺北市,臺北市中正區,梅花里,"水災,震災",True,False,False,林瑞慧,02-23918170#832,High Risk,1000
明志國小,新生路2號,121.4317,25.043,1024,新北市,新北市泰山區,新明里,"土石流,海嘯,核子事故",True,True,True,詹淑美,02-29099551#1402,High Risk,500
永吉國小,信義區松山路287巷5號,121.5791,25.043,53,臺北市,臺北市信義區,永春里,"水災,震災",True,False,False,宋宏毅,87858111#700,High Risk,500
私立金陵女中,三重區忠孝路三段93巷12號,121.467,25.0431,913,新北市,新北市三重區,中興里,"水災,震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,Low Risk,2000
西門國小,萬華區成都路98號,121.5035,25.0432,95,臺北市,臺北市萬華區,西門里,"水災,震災",True,False,True,籃玉君,02-23113519#1131,Medium Risk,500
松山高中,信義區基隆路1段156號,121.5658,25.0439,300,臺北市,臺北市信義區,新仁里,"水災,震災",True,False,True,莊明煌,27535968-268,Low Risk,0
十分國小,十分街157號,121.7774,25.0439,175,新北市,新北市平溪區,十分里,"水災,震災,土石流",True,True,True,李元裕,02-24951510#151,High Risk,0
永春國小,信義區松山路225巷48號,121.5789,25.0447,115,臺北市,臺北市信義區,永春里,"水災,震災",True,False,False,朱榮富,02-27641314#630,Medium Risk,1000
臺北田徑場,臺北市松山區敦化北路3號,121.5509,25.0449,440,臺北市,臺北市松山區,中正里,"水災,震災",False,True,False,陳亭孜,02-25702330#6513,Low Risk,0
成德國中,臺北市南港區東新街108巷23號,121.587751,25.045069,300,臺北市,臺北市南港區,成福里,,False,False,False,陳章玄,02-26515636#401,Medium Risk,2000
國泰國小,中正路386號,121.4472,25.0451,1036,新北市,新北市新莊區,營盤里,"水災,震災,土石流,海嘯",True,True,False,邱雋弘,02-29929891,Low Risk,0
懷生國小,中山區安東街16巷2號,121.5417,25.0453,30,臺北市,臺北市中山區,埤頭里,"水災,震災",True,False,False,曾韻任,02-27710846#510,Medium Risk,0
修德國小,東新街118巷86號,121.5896,25.0455,95,臺北市,臺北市南港區,成福里,"水災,震災",True,False,False,張雅祺,02-27880500#151,High Risk,2000
頭前國小,化成路231號,121.4566,25.0456,610,新北市,新北市新莊區,頭前里,"震災,土石流,海嘯",True,True,False,邱雋弘,02-29929891,High Risk,500
南港公園,東新街170-1號,121.5912,25.0458,8661,臺北市,臺北市南港區,成福里,震災,False,True,True,高奕翔,02-27884255,Medium Risk,500
福星國小,萬華區中華路1段66號,121.5089,25.0463,50,臺北市,臺北市萬華區,福星里,"水災,震災",True,False,False,蘇鈺琇,02-23144668#106,Low Risk,2000
臺北市南港運動中心,臺北市南港區玉成街69號,121.5822,25.0466,240,臺北市,臺北市南港區,玉成里,"水災,震災",True,False,False,林美如,25702330#6425,High Risk,1000
興雅國小,信義區基隆路1段83巷9號,121.5701,25.0467,198,臺北市,臺北市信義區,雅祥里,"水災,震災",True,False,False,吳杏惠,02-27618156~611,High Risk,0
成德國小,南港區東新街65號,121.5869,25.0469,200,臺北市,臺北市南港區,,"水災,震災",True,False,False,吳錫賓,02-27851376#151,High Risk,2000
義學國中,民生路30號,121.4347,25.0472,606,新北市,新北市泰山區,義學里,"震災,土石流,海嘯",True,True,True,詹淑美,02-29099551#1402,Medium Risk,0
義學國小,民生路33號,121.4347,25.0472,952,新北市,新北市泰山區,義學里,"水災,土石流,海嘯,核子事故",True,True,True,詹淑美,02-29099551#1402,Medium Risk,1000
白雲國小,民權街2段90號,121.618882,25.047641,96,新北市,新北市汐止區,福山里,"水災,震災,土石流,海嘯",True,True,True,宋怡穎,02-26411111#120,Low Risk,0
福營行政大樓,四維路9號,121.4447,25.0482,200,新北市,新北市新莊區,四維里,"水災,震災",True,True,True,邱雋弘,02-29929891#135,Low Risk,2000
永吉國中,信義區松隆路161號,121.5741,25.0483,97,臺北市,臺北市信義區,四育里,"水災,震災",True,False,True,黃獻司,02-27649066#120,Low Risk,0
中山女中,中山區長安東路2段141號,121.5371,25.0485,135,臺北市,臺北市中山區,力行里,"水災,震災",True,False,False,陳倉翊,2507-3148#241,Medium Risk,500
義仁市民活動中心,明志路二段185號,121.4273,25.0487,55,新北市,新北市泰山區,義仁里,"水災,震災,土石流,海嘯,核子事故",True,False,False,詹淑美,02-29099551#1402,Medium Risk,1000
中崙高中,松山區八德路4段101號,121.5611,25.0487,300,臺北市,臺北市松山區,吉祥里,"水災,震災",True,False,False,呂虹毅,02-27535316#400,Low Risk,1000
臺北市松山運動中心,臺北市松山區敦化北路1號,121.5501,25.049,180,臺北市,臺北市松山區,中正里,"水災,震災",True,False,False,劉宜庭,02-25702330#6423,Low Risk,1000
敦化國小,松山區敦化北路2號,121.5485,25.0491,56,臺北市,臺北市松山區,中正里,"水災,震災",True,False,False,王培成,2741-4065#130,Medium Risk,2000
長安國中,中山區松江路70巷11號,121.5319,25.0494,41,臺北市,臺北市中山區,興亞里,"水災,震災",True,False,False,張吉元,02-25112382#106,Low Risk,1000
長安國小,中山區吉林路15號,121.5302,25.0497,300,臺北市,臺北市中山區,興亞里,"水災,震災",True,False,False,?泰安,25617600#130,High Risk,500
玉泉公園,臺北市大同區西寧北路28號,121.5077,25.0498,2183,臺北市,臺北市大同區,玉泉里,震災,False,True,True,林瑞清,25850192#222,Medium Risk,2000
興穀國民小學,三重區五谷王北街46號,121.4755,25.0502,299,新北市,新北市三重區,五谷里,"水災,震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,Low Risk,500
建成國中,臺北市大同區長安西路37之1號,121.5197,25.0503,55,臺北市,臺北市大同區,建泰里,"水災,震災",True,False,False,鄭惠文,25587042#650,Medium Risk,0
橫科里活動中心,橫科路119號,121.620181,25.05045,74,新北市,新北市汐止區,橫科里,"水災,震災,土石流,海嘯",True,False,True,宋怡穎,02-26411111#120,High Risk,0
中正國小,中山區龍江路62號,121.5402,25.0506,76,臺北市,臺北市中山區,力行里,"水災,震災",True,False,False,鄭博仁,02-25070932#105,Medium Risk,0
忠孝國中,大同區西寧北路32號,121.5082,25.0512,131,臺北市,臺北市大同區,玉泉里,"水災,震災",True,False,True,虞慧欣,02-25524890#71,Medium Risk,0
松山國小,松山區八德路4段746號,121.5793,25.0512,95,臺北市,臺北市松山區,慈祐里,"水災,震災",True,False,False,蔡任哲,02-27672907#632,Medium Risk,500
豐年國小,瓊泰路116號,121.4474,25.0514,1128,新北市,新北市新莊區,國泰里,"水災,震災,土石流,海嘯",True,True,False,邱雋弘,02-29929891,Medium Risk,2000
新泰國小,公園一路91號,121.4554,25.0514,106,新北市,新北市新莊區,忠孝里,"震災,土石流,海嘯",True,True,False,邱雋弘,02-29929891,High Risk,2000
仁和宮,仁和路11號,121.92262,25.051427,125,新北市,新北市貢寮區,仁里里,海嘯,True,False,False,周鴻鏗、王阿城,02-24901480、02-24901845,Medium Risk,1000
敦化國中,松山區南京東路3段300號,121.5468,25.0515,389,臺北市,臺北市松山區,中正里,水災,True,False,False,詹琦斌,02-87717890#50,Medium Risk,500
臺北體育館,臺北市松山區南京東路4段10號,121.5446,25.0517,1000,臺北市,臺北市松山區,中正里,"水災,震災",True,False,False,江丹桂,02-25702330#6512,Low Risk,0
臺北市極限運動訓練中心,臺北市南港區忠孝東路七段382號,121.6073,25.0519,50,臺北市,臺北市南港區,中南里,震災,True,False,False,余可文,02-25702330#6511,Medium Risk,500
私立清傳商職,三重區五谷王北街141巷1號,121.4769,25.052,294,新北市,新北市三重區,谷王里,"水災,震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,Low Risk,1000
福壽市民活動中心,昌明街1號,121.4576,25.0522,120,新北市,新北市新莊區,信義里,"水災,震災",True,False,True,邱雋弘,02-29929891#135,High Risk,1000
西松國小,臺北市松山區三民路5號,121.5636,25.0522,50,臺北市,臺北市松山區,東光里,"水災,震災",True,False,False,羅文琪,27609221#203,High Risk,500
南港高中,南港區向陽路21號,121.595,25.0525,435,臺北市,臺北市南港區,,"水災,震災",True,False,True,陳政翊,02-27837863#241,High Risk,500
民安國小,民安路261號,121.4661,25.0529,1184,新北市,新北市新莊區,民全里,"水災,震災,土石流,海嘯",True,True,False,邱雋弘,02-29929891,High Risk,500
三港集會所,三港7號,121.878,25.053,63,新北市,新北市雙溪區,三港里,"水災,震災,土石流",True,False,False,宋翔怡,02-24931111#124,Low Risk,2000
玉成國小,向陽路31號,121.594769,25.05364,30,臺北市,臺北市南港區,,,False,False,False,李奇在,02-27836049#150,Medium Risk,0
福營國中,富國路105號,121.4445,25.0538,319,新北市,新北市新莊區,富國里,"水災,震災,土石流,海嘯",True,True,False,邱雋弘,02-29929891,High Risk,500
誠正國中,南港區富康街1巷42號,121.6187,25.0541,143,臺北市,臺北市南港區,,"水災,震災",True,False,False,蔡銘坤,27828094#1500,Medium Risk,500
同榮國小,公園路33號,121.4282,25.0546,931,新北市,新北市泰山區,同榮里,"水災,震災,土石流,海嘯,核子事故",True,True,False,詹淑美,02-29099551#1402,Low Risk,500
新北市立三重高中,集美街212號,121.4915,25.0547,897,新北市,新北市三重區,光明里,"水災,震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,Low Risk,1000
吉林國小,中山區長春路116號,121.5296,25.0547,117,臺北市,臺北市中山區,中原里,"水災,震災",True,False,False,蕭錦玲,02-25219196#850,Low Risk,1000
澳底圖書館,仁愛路79號3樓,121.926916,25.054775,157,新北市,新北市貢寮區,真理里,海嘯,True,False,False,楊俊生、吳淑華,02-24903203,High Risk,2000
長春國小,中山區長春路165號,121.5339,25.0549,47,臺北市,臺北市中山區,中央里,"水災,震災",True,False,False,陳瑞呈,02-25024366#151,Medium Risk,0
澳底國小大禮堂,延平街10號,121.9246,25.0549,479,新北市,新北市貢寮區,真理里,"水災,震災,土石流",True,True,True,葉勁輝,02-24901432#212,Medium Risk,2000
慶安宮,延平街13號,121.923804,25.054921,12,新北市,新北市貢寮區,真理里,海嘯,True,False,False,許吳?、蔡錦金,02-24901418、02-24902616,Medium Risk,0
大同高中,中山區長春路167號,121.5351,25.055,300,臺北市,臺北市中山區,中央里,"水災,震災",True,False,False,吳榮達,02-25054269#130,Low Risk,1000
新泰國中,新泰路359號,121.4594,25.0551,743,新北市,新北市新莊區,立泰里,"震災,土石流,海嘯",True,True,False,邱雋弘,02-29929891,High Risk,1000
日新國小,大同區太原路151號,121.5167,25.0553,137,臺北市,臺北市大同區,星明里,"水災,震災",True,False,True,王勝威,02-25584819#312,Low Risk,1000
白雲里活動中心,水源路2段112、114號,121.656768,25.05542,37,新北市,新北市汐止區,白雲里,"水災,震災,土石流,海嘯",True,False,True,宋怡穎,02-26411111#120,Low Risk,2000
泰山體育館,公園路54號,121.4263,25.0556,1280,新北市,新北市泰山區,同榮里,"水災,震災,土石流,海嘯",True,True,True,詹淑美,02-29099551#1402,Medium Risk,500
西松高中,松山區健康路325巷7號,121.5671,25.0556,255,臺北市,臺北市松山區,鵬程里,"水災,震災",True,False,True,林成嶽,25286618#111,Low Risk,500
三光國民小學,三重區大同南路157號,121.4968,25.0561,1502,新北市,新北市三重區,同安里,"水災,震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,Medium Risk,1000
東新國小,南港區興南街62號,121.602,25.0562,30,臺北市,臺北市南港區,,"水災,震災",True,False,False,王詩棠,02-27837577#31,High Risk,500
昌隆國小,昌隆街63號,121.448,25.0563,509,新北市,新北市新莊區,昌隆里,"震災,土石流,海嘯",True,True,False,邱雋弘,02-29929891,Medium Risk,500
南港高工,南港區興中路29號,121.6072,25.0563,160,臺北市,臺北市南港區,,"水災,震災",True,False,False,林淑美,02-27825432#1501,High Risk,2000
南港展覽館,臺北市南港區經貿二路1號,121.617345,25.056376,7370,基隆市,基隆市中正區,中正里,,True,False,False,張世昌,27255200分機5517,Medium Risk,0
興化國小,五工二路50巷2號,121.4556,25.0564,599,新北市,新北市新莊區,福興里,"水災,震災,土石流,海嘯",True,True,False,邱雋弘,02-29929891,Low Risk,1000
介壽國中,松山區延壽街401號,121.5565,25.0564,70,臺北市,臺北市松山區,,"水災,震災",True,False,False,鄭富珍,02-27664496#500,Low Risk,1000
集美國民小學,三重區集美街10號,121.4879,25.0565,104,新北市,新北市三重區,光明里,"震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,High Risk,2000
蓬萊國小,大同區寧夏路35號,121.5155,25.0565,104,臺北市,臺北市大同區,星明里,"水災,震災",True,False,False,張沛森,02-25569835#500,High Risk,2000
民生國小,松山區敦化北路199巷18號,121.552,25.0565,70,臺北市,臺北市松山區,中華里,水災,True,False,False,陳嘉瑜,02-27122452#830,High Risk,500
健康國小,松山區延壽街168號,121.5629,25.0566,84,臺北市,臺北市松山區,自強里,"水災,震災",True,False,False,江艾謙,02-25282814#131,Medium Risk,1000
泰山高中,辭修路7號,121.4285,25.0573,650,新北市,新北市泰山區,同榮里,"水災,震災,土石流,海嘯,核子事故",True,True,True,詹淑美,02-29099551#1402,Medium Risk,0
南港國小,臺北市南港區惠民街67號,121.6104,25.0575,50,臺北市,臺北市南港區,,"水災,震災",True,False,False,鄭孝存,02-27834678#2301,High Risk,2000
明志市民活動中心,明志路二段426號,121.4299,25.0577,20,新北市,新北市泰山區,明志里,"水災,震災,海嘯",True,False,False,詹淑美,02-29099551#1402,Low Risk,0
菜寮市民活動中心,三重區中寮街57巷18號,121.4928,25.0578,100,新北市,新北市三重區,菜寮里,"水災,震災,土石流,海嘯",True,False,True,許明枝,02-29862345493,Medium Risk,0
育成高中,重陽路366號,121.6092,25.0587,375,臺北市,臺北市南港區,南港里,"水災,震災",True,False,True,李健輝,26530475#551,Medium Risk,1000
光興國民小學,三重區正義南路62號,121.4988,25.0589,600,新北市,新北市三重區,光輝里,"水災,震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,Medium Risk,1000
民族國小,臺北市松山區民生東路4段97巷7號,121.5519,25.0589,40,臺北市,臺北市松山區,精忠里,"水災,震災",True,False,False,蔡貞瀅,02-27124872#935,High Risk,2000
北峰國小,環河街1號,121.629106,25.058956,1067,新北市,新北市汐止區,中興里,"震災,土石流,海嘯",True,True,True,宋怡穎,02-26411111#120,High Risk,1000
泰山區公所,明志路1段322號,121.4314,25.0592,53,新北市,新北市泰山區,同榮里,"水災,土石流,海嘯,核子事故",True,False,True,詹淑美,02-29099551#1402,High Risk,1000
東山國小,汐平路二段76號,121.699553,25.059723,118,新北市,新北市汐止區,東山里,"水災,震災,土石流,海嘯",True,True,False,涂志賢總務主任,26416170分機13,High Risk,1000
民生國中,松山區新東街30巷1號,121.5673,25.0598,100,臺北市,臺北市松山區,新東里,"水災,震災",True,False,False,王譽書,02-27653433#300,High Risk,0
過圳市民活動中心,三重區過圳街19號,121.4881,25.0601,50,新北市,新北市三重區,過田里,"震災,土石流,海嘯",True,False,False,許明枝,02-29862345493,Low Risk,2000
雙蓮國小,大同區錦西街51號,121.5167,25.0601,300,臺北市,臺北市大同區,民權里,"水災,震災",True,False,False,吳希哲,02-25570309#1031,Low Risk,500
東方科學園區,汐止區新台五路一段90號,121.64793,25.060367,500,新北市,新北市汐止區,文化里,"水災,震災,土石流,海嘯",True,False,False,宋怡穎,02-26411111#120,High Risk,0
中山國中,松山區復興北路361巷7號,121.5455,25.0605,111,臺北市,臺北市松山區,民有里,"水災,震災",True,False,False,蔡戊己,02-27126701#501,Medium Risk,1000
潭美國小,內湖區新明路22號,121.5908,25.0609,81,臺北市,臺北市內湖區,,"水災,震災",True,False,False,吳秉儒,27917334#231,High Risk,0
中正社區活動中心,中正路64號,121.8515,25.061,76,新北市,新北市雙溪區,牡丹里,"水災,震災,土石流",True,False,False,宋翔怡,02-24931111#124,Low Risk,1000
三重區公所,三重區新北大道1段11號,121.4885,25.0611,136,新北市,新北市三重區,過田里,"震災,土石流,海嘯",True,False,False,許明枝,02-29862345493,Low Risk,1000
青山國中小,莊敬街33號,121.656653,25.061158,970,新北市,新北市汐止區,自強里,"水災,震災,土石流,海嘯",True,True,True,宋怡穎,02-2641111#120,Medium Risk,0
成淵高中,大同區承德路2段235號,121.5185,25.0613,75,臺北市,臺北市大同區,民權里,"水災,震災",True,False,False,歐建榮,02-25531969#150,Low Risk,2000
太平國小,大同區延平北路2段239號,121.5114,25.0614,50,臺北市,臺北市大同區,南芳里,"水災,震災",True,False,False,林世浩,02-25532229#830,High Risk,1000
永樂國小,臺北市大同區延平北路2段266號,121.5111,25.0617,50,臺北市,臺北市大同區,南芳里,"水災,震災",True,False,False,林淑菁,02-25534882#132,Medium Risk,2000
民權公園,臺北市松山區民權國小旁,121.5575,25.0619,2786,臺北市,臺北市松山區,東榮里,震災,False,True,True,林瑞清,25850192#222,High Risk,500
楓樹福泰市民活動中心,楓江路26巷26號,121.4345,25.062,201,新北市,新北市泰山區,楓樹里,"水災,震災,土石流,海嘯,核子事故",True,False,True,詹淑美,02-29099551#1402,High Risk,1000
新生公園棒球場,新生北路三段105號,121.5258,25.062,60,臺北市,臺北市中山區,新庄里,震災,True,False,False,龍欣,02-25702330#6524,Medium Risk,2000
新興國中,中山區林森北路511號,121.5258,25.062,175,臺北市,臺北市中山區,聚葉里,"水災,震災",True,False,False,陳國良,02-25714211#501,High Risk,2000
臺北市中山運動中心,中山北路二段44巷2號,121.5258,25.062,184,臺北市,臺北市中山區,民安里,震災,True,False,False,紀孟祺,2570-2330轉6427,Low Risk,500
泰山國小,泰林路2段255號,121.4313,25.0623,1283,新北市,新北市泰山區,山腳里,"水災,震災,土石流,海嘯,核子事故",True,True,False,詹淑美,02-2909-9551#1402,High Risk,2000
民權國小,臺北市松山區民權東路4段200號,121.5623,25.0625,80,臺北市,臺北市松山區,三民里,震災,True,False,False,董欣樂,02-27652327#31,Medium Risk,2000
碧華國民中學,自強路5段66號,121.4903,25.0626,969,新北市,新北市三重區,五福里,"水災,震災,土石流,海嘯",True,True,False,許明枝,02-29862345#493,Medium Risk,500
榮星花園公園,臺北市中山區民權東路3段1號,121.5402,25.0626,2432,臺北市,臺北市中山區,下埤里,震災,False,True,True,林瑞清,02-25850192,Medium Risk,1000
黎明市民活動中心,黎明路23號,121.421,25.0627,21,新北市,新北市泰山區,黎明里,"水災,土石流,海嘯",True,False,False,詹淑美,02-29099551#1402,High Risk,2000
牡丹國小,政光路3號,121.8517,25.0627,320,新北市,新北市雙溪區,三貂里,"水災,震災,土石流",True,True,False,宋翔怡,02-24931111轉124,Medium Risk,2000
秀峰國小,仁愛路90號,121.661377,25.062874,1185,新北市,新北市汐止區,秀山里,"水災,震災,土石流,海嘯",True,True,True,宋怡穎,02-26411111#120,Medium Risk,2000
